"id","parent_id:id","name"
"naf_28_94Z","l10n_eu_nace.nace_28_94","[28.94Z] Fabrication de machines pour les industries textiles"
"naf_28_95Z","l10n_eu_nace.nace_28_95","[28.95Z] Fabrication de machines pour les industries du papier et du carton"
"naf_28_96Z","l10n_eu_nace.nace_28_96","[28.96Z] Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"naf_28_99A","l10n_eu_nace.nace_28_99","[28.99A] Fabrication de machines d'imprimerie"
"naf_28_99B","l10n_eu_nace.nace_28_99","[28.99B] Fabrication d'autres machines spécialisées"
"naf_29_10Z","l10n_eu_nace.nace_29_10","[29.10Z] Construction de véhicules automobiles"
"naf_29_20Z","l10n_eu_nace.nace_29_20","[29.20Z] Fabrication de carrosseries et remorques"
"naf_29_31Z","l10n_eu_nace.nace_29_31","[29.31Z] Fabrication d'équipements électriques et électroniques automobiles"
"naf_29_32Z","l10n_eu_nace.nace_29_32","[29.32Z] Fabrication d'autres équipements automobiles"
"naf_30_11Z","l10n_eu_nace.nace_30_11","[30.11Z] Construction de navires et de structures flottantes"
"naf_30_12Z","l10n_eu_nace.nace_30_12","[30.12Z] Construction de bateaux de plaisance"
"naf_30_20Z","l10n_eu_nace.nace_30_20","[30.20Z] Construction de locomotives et d'autre matériel ferroviaire roulant"
"naf_30_30Z","l10n_eu_nace.nace_30_30","[30.30Z] Construction aéronautique et spatiale"
"naf_30_40Z","l10n_eu_nace.nace_30_40","[30.40Z] Construction de véhicules militaires de combat"
"naf_30_91Z","l10n_eu_nace.nace_30_91","[30.91Z] Fabrication de motocycles"
"naf_30_92Z","l10n_eu_nace.nace_30_92","[30.92Z] Fabrication de bicyclettes et de véhicules pour invalides"
"naf_30_99Z","l10n_eu_nace.nace_30_99","[30.99Z] Fabrication d'autres équipements de transport n.c.a."
"naf_31_01Z","l10n_eu_nace.nace_31_01","[31.01Z] Fabrication de meubles de bureau et de magasin"
"naf_31_02Z","l10n_eu_nace.nace_31_02","[31.02Z] Fabrication de meubles de cuisine"
"naf_31_03Z","l10n_eu_nace.nace_31_03","[31.03Z] Fabrication de matelas"
"naf_31_09A","l10n_eu_nace.nace_31_09","[31.09A] Fabrication de sièges d'ameublement d'intérieur"
"naf_31_09B","l10n_eu_nace.nace_31_09","[31.09B] Fabrication d'autres meubles et industries connexes de l'ameublement"
"naf_32_11Z","l10n_eu_nace.nace_32_11","[32.11Z] Frappe de monnaie"
"naf_32_12Z","l10n_eu_nace.nace_32_12","[32.12Z] Fabrication d'articles de joaillerie et bijouterie"
"naf_32_13Z","l10n_eu_nace.nace_32_13","[32.13Z] Fabrication d'articles de bijouterie fantaisie et articles similaires"
"naf_32_20Z","l10n_eu_nace.nace_32_20","[32.20Z] Fabrication d'instruments de musique"
"naf_32_30Z","l10n_eu_nace.nace_32_30","[32.30Z] Fabrication d'articles de sport"
"naf_32_40Z","l10n_eu_nace.nace_32_40","[32.40Z] Fabrication de jeux et jouets"
"naf_32_50A","l10n_eu_nace.nace_32_50","[32.50A] Fabrication de matériel médico-chirurgical et dentaire"
"naf_32_50B","l10n_eu_nace.nace_32_50","[32.50B] Fabrication de lunettes"
"naf_32_91Z","l10n_eu_nace.nace_32_91","[32.91Z] Fabrication d'articles de brosserie"
"naf_32_99Z","l10n_eu_nace.nace_32_99","[32.99Z] Autres activités manufacturières n.c.a."
"naf_33_11Z","l10n_eu_nace.nace_33_11","[33.11Z] Réparation d'ouvrages en métaux"
"naf_33_12Z","l10n_eu_nace.nace_33_12","[33.12Z] Réparation de machines et équipements mécaniques"
"naf_33_13Z","l10n_eu_nace.nace_33_13","[33.13Z] Réparation de matériels électroniques et optiques"
"naf_33_14Z","l10n_eu_nace.nace_33_14","[33.14Z] Réparation d'équipements électriques"
"naf_33_15Z","l10n_eu_nace.nace_33_15","[33.15Z] Réparation et maintenance navale"
"naf_33_16Z","l10n_eu_nace.nace_33_16","[33.16Z] Réparation et maintenance d'aéronefs et d'engins spatiaux"
"naf_33_17Z","l10n_eu_nace.nace_33_17","[33.17Z] Réparation et maintenance d'autres équipements de transport"
"naf_33_19Z","l10n_eu_nace.nace_33_19","[33.19Z] Réparation d'autres équipements"
"naf_33_20A","l10n_eu_nace.nace_33_20","[33.20A] Installation de structures métalliques, chaudronnées et de tuyauterie"
"naf_33_20B","l10n_eu_nace.nace_33_20","[33.20B] Installation de machines et équipements mécaniques"
"naf_33_20C","l10n_eu_nace.nace_33_20","[33.20C] Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels"
"naf_33_20D","l10n_eu_nace.nace_33_20","[33.20D] Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels"
"naf_35_11Z","l10n_eu_nace.nace_35_11","[35.11Z] Production d'électricité"
"naf_35_12Z","l10n_eu_nace.nace_35_12","[35.12Z] Transport d'électricité"
"naf_35_13Z","l10n_eu_nace.nace_35_13","[35.13Z] Distribution d'électricité"
"naf_35_14Z","l10n_eu_nace.nace_35_14","[35.14Z] Commerce d'électricité"
"naf_35_21Z","l10n_eu_nace.nace_35_21","[35.21Z] Production de combustibles gazeux"
"naf_35_22Z","l10n_eu_nace.nace_35_22","[35.22Z] Distribution de combustibles gazeux par conduites"
"naf_35_23Z","l10n_eu_nace.nace_35_23","[35.23Z] Commerce de combustibles gazeux par conduites"
"naf_35_30Z","l10n_eu_nace.nace_35_30","[35.30Z] Production et distribution de vapeur et d'air conditionné"
"naf_36_00Z","l10n_eu_nace.nace_36_00","[36.00Z] Captage, traitement et distribution d'eau"
"naf_37_00Z","l10n_eu_nace.nace_37_00","[37.00Z] Collecte et traitement des eaux usées"
"naf_38_11Z","l10n_eu_nace.nace_38_11","[38.11Z] Collecte des déchets non dangereux"
"naf_38_12Z","l10n_eu_nace.nace_38_12","[38.12Z] Collecte des déchets dangereux"
"naf_38_21Z","l10n_eu_nace.nace_38_21","[38.21Z] Traitement et élimination des déchets non dangereux"
"naf_38_22Z","l10n_eu_nace.nace_38_22","[38.22Z] Traitement et élimination des déchets dangereux"
"naf_38_31Z","l10n_eu_nace.nace_38_31","[38.31Z] Démantèlement d'épaves"
"naf_38_32Z","l10n_eu_nace.nace_38_32","[38.32Z] Récupération de déchets triés"
"naf_39_00Z","l10n_eu_nace.nace_39_00","[39.00Z] Dépollution et autres services de gestion des déchets"
"naf_41_10A","l10n_eu_nace.nace_41_10","[41.10A] Promotion immobilière de logements"
"naf_41_10B","l10n_eu_nace.nace_41_10","[41.10B] Promotion immobilière de bureaux"
"naf_41_10C","l10n_eu_nace.nace_41_10","[41.10C] Promotion immobilière d'autres bâtiments"
"naf_41_10D","l10n_eu_nace.nace_41_10","[41.10D] Supports juridiques de programmes"
"naf_41_20A","l10n_eu_nace.nace_41_20","[41.20A] Construction de maisons individuelles"
"naf_41_20B","l10n_eu_nace.nace_41_20","[41.20B] Construction d'autres bâtiments"
"naf_42_11Z","l10n_eu_nace.nace_42_11","[42.11Z] Construction de routes et autoroutes"
"naf_42_12Z","l10n_eu_nace.nace_42_12","[42.12Z] Construction de voies ferrées de surface et souterraines"
"naf_42_13A","l10n_eu_nace.nace_42_13","[42.13A] Construction d'ouvrages d'art"
"naf_42_13B","l10n_eu_nace.nace_42_13","[42.13B] Construction et entretien de tunnels"
"naf_42_21Z","l10n_eu_nace.nace_42_21","[42.21Z] Construction de réseaux pour fluides"
"naf_42_22Z","l10n_eu_nace.nace_42_22","[42.22Z] Construction de réseaux électriques et de télécommunications"
"naf_42_91Z","l10n_eu_nace.nace_42_91","[42.91Z] Construction d'ouvrages maritimes et fluviaux"
"naf_42_99Z","l10n_eu_nace.nace_42_99","[42.99Z] Construction d'autres ouvrages de génie civil n.c.a."
"naf_43_11Z","l10n_eu_nace.nace_43_11","[43.11Z] Travaux de démolition"
"naf_43_12A","l10n_eu_nace.nace_43_12","[43.12A] Travaux de terrassement courants et travaux préparatoires"
"naf_43_12B","l10n_eu_nace.nace_43_12","[43.12B] Travaux de terrassement spécialisés ou de grande masse"
"naf_43_13Z","l10n_eu_nace.nace_43_13","[43.13Z] Forages et sondages"
"naf_43_21A","l10n_eu_nace.nace_43_21","[43.21A] Travaux d'installation électrique dans tous locaux"
"naf_43_21B","l10n_eu_nace.nace_43_21","[43.21B] Travaux d'installation électrique sur la voie publique"
"naf_43_22A","l10n_eu_nace.nace_43_22","[43.22A] Travaux d'installation d'eau et de gaz en tous locaux"
"naf_43_22B","l10n_eu_nace.nace_43_22","[43.22B] Travaux d'installation d'équipements thermiques et de climatisation"
"naf_43_29A","l10n_eu_nace.nace_43_29","[43.29A] Travaux d'isolation"
"naf_43_29B","l10n_eu_nace.nace_43_29","[43.29B] Autres travaux d'installation n.c.a."
"naf_43_31Z","l10n_eu_nace.nace_43_31","[43.31Z] Travaux de plâtrerie"
"naf_43_32A","l10n_eu_nace.nace_43_32","[43.32A] Travaux de menuiserie bois et PVC"
"naf_43_32B","l10n_eu_nace.nace_43_32","[43.32B] Travaux de menuiserie métallique et serrurerie"
"naf_43_32C","l10n_eu_nace.nace_43_32","[43.32C] Agencement de lieux de vente"
"naf_43_33Z","l10n_eu_nace.nace_43_33","[43.33Z] Travaux de revêtement des sols et des murs"
"naf_43_34Z","l10n_eu_nace.nace_43_34","[43.34Z] Travaux de peinture et vitrerie"
"naf_43_39Z","l10n_eu_nace.nace_43_39","[43.39Z] Autres travaux de finition"
"naf_43_91A","l10n_eu_nace.nace_43_91","[43.91A] Travaux de charpente"
"naf_43_91B","l10n_eu_nace.nace_43_91","[43.91B] Travaux de couverture par éléments"
"naf_43_99A","l10n_eu_nace.nace_43_99","[43.99A] Travaux d'étanchéification"
"naf_43_99B","l10n_eu_nace.nace_43_99","[43.99B] Travaux de montage de structures métalliques"
"naf_43_99C","l10n_eu_nace.nace_43_99","[43.99C] Travaux de maçonnerie générale et gros œuvre de bâtiment"
"naf_43_99D","l10n_eu_nace.nace_43_99","[43.99D] Autres travaux spécialisés de construction"
"naf_43_99E","l10n_eu_nace.nace_43_99","[43.99E] Location avec opérateur de matériel de construction"
"naf_45_11Z","l10n_eu_nace.nace_45_11","[45.11Z] Commerce de voitures et de véhicules automobiles légers"
"naf_45_19Z","l10n_eu_nace.nace_45_19","[45.19Z] Commerce d'autres véhicules automobiles"
"naf_45_20A","l10n_eu_nace.nace_45_20","[45.20A] Entretien et réparation de véhicules automobiles légers"
"naf_45_20B","l10n_eu_nace.nace_45_20","[45.20B] Entretien et réparation d'autres véhicules automobiles"
"naf_45_31Z","l10n_eu_nace.nace_45_31","[45.31Z] Commerce de gros d'équipements automobiles"
"naf_45_32Z","l10n_eu_nace.nace_45_32","[45.32Z] Commerce de détail d'équipements automobiles"
"naf_45_40Z","l10n_eu_nace.nace_45_40","[45.40Z] Commerce et réparation de motocycles"
"naf_46_11Z","l10n_eu_nace.nace_46_11","[46.11Z] Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
"naf_46_12A","l10n_eu_nace.nace_46_12","[46.12A] Centrales d'achat de carburant"
"naf_46_12B","l10n_eu_nace.nace_46_12","[46.12B] Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
"naf_46_13Z","l10n_eu_nace.nace_46_13","[46.13Z] Intermédiaires du commerce en bois et matériaux de construction"
"naf_46_14Z","l10n_eu_nace.nace_46_14","[46.14Z] Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"naf_46_15Z","l10n_eu_nace.nace_46_15","[46.15Z] Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"naf_46_16Z","l10n_eu_nace.nace_46_16","[46.16Z] Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
"naf_46_17A","l10n_eu_nace.nace_46_17","[46.17A] Centrales d'achat alimentaires"
"naf_46_17B","l10n_eu_nace.nace_46_17","[46.17B] Autres intermédiaires du commerce en denrées, boissons et tabac"
"naf_46_18Z","l10n_eu_nace.nace_46_18","[46.18Z] Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"naf_46_19A","l10n_eu_nace.nace_46_19","[46.19A] Centrales d'achat non alimentaires"
"naf_46_19B","l10n_eu_nace.nace_46_19","[46.19B] Autres intermédiaires du commerce en produits divers"
"naf_46_21Z","l10n_eu_nace.nace_46_21","[46.21Z] Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail"
"naf_46_22Z","l10n_eu_nace.nace_46_22","[46.22Z] Commerce de gros (commerce interentreprises) de fleurs et plantes"
"naf_46_23Z","l10n_eu_nace.nace_46_23","[46.23Z] Commerce de gros (commerce interentreprises) d'animaux vivants"
"naf_46_24Z","l10n_eu_nace.nace_46_24","[46.24Z] Commerce de gros (commerce interentreprises) de cuirs et peaux"
"naf_46_31Z","l10n_eu_nace.nace_46_31","[46.31Z] Commerce de gros (commerce interentreprises) de fruits et légumes"
"naf_46_32A","l10n_eu_nace.nace_46_32","[46.32A] Commerce de gros (commerce interentreprises) de viandes de boucherie"
"naf_46_32B","l10n_eu_nace.nace_46_32","[46.32B] Commerce de gros (commerce interentreprises) de produits à base de viande"
"naf_46_32C","l10n_eu_nace.nace_46_32","[46.32C] Commerce de gros (commerce interentreprises) de volailles et gibier"
"naf_46_33Z","l10n_eu_nace.nace_46_33","[46.33Z] Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
"naf_46_34Z","l10n_eu_nace.nace_46_34","[46.34Z] Commerce de gros (commerce interentreprises) de boissons"
"naf_46_35Z","l10n_eu_nace.nace_46_35","[46.35Z] Commerce de gros (commerce interentreprises) de produits à base de tabac"
"naf_46_36Z","l10n_eu_nace.nace_46_36","[46.36Z] Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie"
"naf_46_37Z","l10n_eu_nace.nace_46_37","[46.37Z] Commerce de gros (commerce interentreprises) de café, thé, cacao et épices"
"naf_46_38A","l10n_eu_nace.nace_46_38","[46.38A] Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques"
"naf_46_38B","l10n_eu_nace.nace_46_38","[46.38B] Commerce de gros (commerce interentreprises) alimentaire spécialisé divers"
"naf_46_39A","l10n_eu_nace.nace_46_39","[46.39A] Commerce de gros (commerce interentreprises) de produits surgelés"
"naf_46_39B","l10n_eu_nace.nace_46_39","[46.39B] Commerce de gros (commerce interentreprises) alimentaire non spécialisé"
"naf_46_41Z","l10n_eu_nace.nace_46_41","[46.41Z] Commerce de gros (commerce interentreprises) de textiles"
"naf_46_42Z","l10n_eu_nace.nace_46_42","[46.42Z] Commerce de gros (commerce interentreprises) d'habillement et de chaussures"
"naf_46_43Z","l10n_eu_nace.nace_46_43","[46.43Z] Commerce de gros (commerce interentreprises) d'appareils électroménagers"
"naf_46_44Z","l10n_eu_nace.nace_46_44","[46.44Z] Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien"
"naf_46_45Z","l10n_eu_nace.nace_46_45","[46.45Z] Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté"
"naf_46_46Z","l10n_eu_nace.nace_46_46","[46.46Z] Commerce de gros (commerce interentreprises) de produits pharmaceutiques"
"naf_46_47Z","l10n_eu_nace.nace_46_47","[46.47Z] Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage"
"naf_46_48Z","l10n_eu_nace.nace_46_48","[46.48Z] Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie"
"naf_46_49Z","l10n_eu_nace.nace_46_49","[46.49Z] Commerce de gros (commerce interentreprises) d'autres biens domestiques"
"naf_46_51Z","l10n_eu_nace.nace_46_51","[46.51Z] Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
"naf_46_52Z","l10n_eu_nace.nace_46_52","[46.52Z] Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication"
"naf_46_61Z","l10n_eu_nace.nace_46_61","[46.61Z] Commerce de gros (commerce interentreprises) de matériel agricole"
"naf_46_62Z","l10n_eu_nace.nace_46_62","[46.62Z] Commerce de gros (commerce interentreprises) de machines-outils"
"naf_46_63Z","l10n_eu_nace.nace_46_63","[46.63Z] Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil"
"naf_46_64Z","l10n_eu_nace.nace_46_64","[46.64Z] Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement"
"naf_46_65Z","l10n_eu_nace.nace_46_65","[46.65Z] Commerce de gros (commerce interentreprises) de mobilier de bureau"
"naf_46_66Z","l10n_eu_nace.nace_46_66","[46.66Z] Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau"
"naf_46_69A","l10n_eu_nace.nace_46_69","[46.69A] Commerce de gros (commerce interentreprises) de matériel électrique"
"naf_46_69B","l10n_eu_nace.nace_46_69","[46.69B] Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers"
"naf_46_69C","l10n_eu_nace.nace_46_69","[46.69C] Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services"
"naf_46_71Z","l10n_eu_nace.nace_46_71","[46.71Z] Commerce de gros (commerce interentreprises) de combustibles et de produits annexes"
"naf_46_72Z","l10n_eu_nace.nace_46_72","[46.72Z] Commerce de gros (commerce interentreprises) de minerais et métaux"
"naf_46_73A","l10n_eu_nace.nace_46_73","[46.73A] Commerce de gros (commerce interentreprises) de bois et de matériaux de construction"
"naf_46_73B","l10n_eu_nace.nace_46_73","[46.73B] Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration"
"naf_46_74A","l10n_eu_nace.nace_46_74","[46.74A] Commerce de gros (commerce interentreprises) de quincaillerie"
"naf_46_74B","l10n_eu_nace.nace_46_74","[46.74B] Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage"
"naf_46_75Z","l10n_eu_nace.nace_46_75","[46.75Z] Commerce de gros (commerce interentreprises) de produits chimiques"
"naf_46_76Z","l10n_eu_nace.nace_46_76","[46.76Z] Commerce de gros (commerce interentreprises) d'autres produits intermédiaires"
"naf_46_77Z","l10n_eu_nace.nace_46_77","[46.77Z] Commerce de gros (commerce interentreprises) de déchets et débris"
"naf_46_90Z","l10n_eu_nace.nace_46_90","[46.90Z] Commerce de gros (commerce interentreprises) non spécialisé"
"naf_47_11A","l10n_eu_nace.nace_47_11","[47.11A] Commerce de détail de produits surgelés"
"naf_47_11B","l10n_eu_nace.nace_47_11","[47.11B] Commerce d'alimentation générale"
"naf_47_11C","l10n_eu_nace.nace_47_11","[47.11C] Supérettes"
"naf_47_11D","l10n_eu_nace.nace_47_11","[47.11D] Supermarchés"
"naf_47_11E","l10n_eu_nace.nace_47_11","[47.11E] Magasins multi-commerces"
"naf_47_11F","l10n_eu_nace.nace_47_11","[47.11F] Hypermarchés"
"naf_47_19A","l10n_eu_nace.nace_47_19","[47.19A] Grands magasins"
"naf_47_19B","l10n_eu_nace.nace_47_19","[47.19B] Autres commerces de détail en magasin non spécialisé"
"naf_47_21Z","l10n_eu_nace.nace_47_21","[47.21Z] Commerce de détail de fruits et légumes en magasin spécialisé"
"naf_47_22Z","l10n_eu_nace.nace_47_22","[47.22Z] Commerce de détail de viandes et de produits à base de viande en magasin spécialisé"
"naf_47_23Z","l10n_eu_nace.nace_47_23","[47.23Z] Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"naf_47_24Z","l10n_eu_nace.nace_47_24","[47.24Z] Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
"naf_47_25Z","l10n_eu_nace.nace_47_25","[47.25Z] Commerce de détail de boissons en magasin spécialisé"
"naf_47_26Z","l10n_eu_nace.nace_47_26","[47.26Z] Commerce de détail de produits à base de tabac en magasin spécialisé"
"naf_47_29Z","l10n_eu_nace.nace_47_29","[47.29Z] Autres commerces de détail alimentaires en magasin spécialisé"
"naf_47_30Z","l10n_eu_nace.nace_47_30","[47.30Z] Commerce de détail de carburants en magasin spécialisé"
"naf_47_41Z","l10n_eu_nace.nace_47_41","[47.41Z] Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
"naf_47_42Z","l10n_eu_nace.nace_47_42","[47.42Z] Commerce de détail de matériels de télécommunication en magasin spécialisé"
"naf_47_43Z","l10n_eu_nace.nace_47_43","[47.43Z] Commerce de détail de matériels audio et vidéo en magasin spécialisé"
"naf_47_51Z","l10n_eu_nace.nace_47_51","[47.51Z] Commerce de détail de textiles en magasin spécialisé"
"naf_47_52A","l10n_eu_nace.nace_47_52","[47.52A] Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)"
"naf_47_52B","l10n_eu_nace.nace_47_52","[47.52B] Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)"
"naf_47_53Z","l10n_eu_nace.nace_47_53","[47.53Z] Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
"naf_47_54Z","l10n_eu_nace.nace_47_54","[47.54Z] Commerce de détail d'appareils électroménagers en magasin spécialisé"
"naf_47_59A","l10n_eu_nace.nace_47_59","[47.59A] Commerce de détail de meubles"
"naf_47_59B","l10n_eu_nace.nace_47_59","[47.59B] Commerce de détail d'autres équipements du foyer"
"naf_47_61Z","l10n_eu_nace.nace_47_61","[47.61Z] Commerce de détail de livres en magasin spécialisé"
"naf_47_62Z","l10n_eu_nace.nace_47_62","[47.62Z] Commerce de détail de journaux et papeterie en magasin spécialisé"
"naf_47_63Z","l10n_eu_nace.nace_47_63","[47.63Z] Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé"
"naf_47_64Z","l10n_eu_nace.nace_47_64","[47.64Z] Commerce de détail d'articles de sport en magasin spécialisé"
"naf_47_65Z","l10n_eu_nace.nace_47_65","[47.65Z] Commerce de détail de jeux et jouets en magasin spécialisé"
"naf_47_71Z","l10n_eu_nace.nace_47_71","[47.71Z] Commerce de détail d'habillement en magasin spécialisé"
"naf_47_72A","l10n_eu_nace.nace_47_72","[47.72A] Commerce de détail de la chaussure"
"naf_47_72B","l10n_eu_nace.nace_47_72","[47.72B] Commerce de détail de maroquinerie et d'articles de voyage"
"naf_47_73Z","l10n_eu_nace.nace_47_73","[47.73Z] Commerce de détail de produits pharmaceutiques en magasin spécialisé"
"naf_47_74Z","l10n_eu_nace.nace_47_74","[47.74Z] Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé"
"naf_47_75Z","l10n_eu_nace.nace_47_75","[47.75Z] Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé"
"naf_47_76Z","l10n_eu_nace.nace_47_76","[47.76Z] Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
"naf_47_77Z","l10n_eu_nace.nace_47_77","[47.77Z] Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé"
"naf_47_78A","l10n_eu_nace.nace_47_78","[47.78A] Commerces de détail d'optique"
"naf_47_78B","l10n_eu_nace.nace_47_78","[47.78B] Commerces de détail de charbons et combustibles"
"naf_47_78C","l10n_eu_nace.nace_47_78","[47.78C] Autres commerces de détail spécialisés divers"
"naf_47_79Z","l10n_eu_nace.nace_47_79","[47.79Z] Commerce de détail de biens d'occasion en magasin"
"naf_47_81Z","l10n_eu_nace.nace_47_81","[47.81Z] Commerce de détail alimentaire sur éventaires et marchés"
"naf_47_82Z","l10n_eu_nace.nace_47_82","[47.82Z] Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"naf_47_89Z","l10n_eu_nace.nace_47_89","[47.89Z] Autres commerces de détail sur éventaires et marchés"
"naf_47_91A","l10n_eu_nace.nace_47_91","[47.91A] Vente à distance sur catalogue général"
"naf_47_91B","l10n_eu_nace.nace_47_91","[47.91B] Vente à distance sur catalogue spécialisé"
"naf_47_99A","l10n_eu_nace.nace_47_99","[47.99A] Vente à domicile"
"naf_47_99B","l10n_eu_nace.nace_47_99","[47.99B] Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a."
"naf_49_10Z","l10n_eu_nace.nace_49_10","[49.10Z] Transport ferroviaire interurbain de voyageurs"
"naf_49_20Z","l10n_eu_nace.nace_49_20","[49.20Z] Transports ferroviaires de fret"
"naf_49_31Z","l10n_eu_nace.nace_49_31","[49.31Z] Transports urbains et suburbains de voyageurs"
"naf_49_32Z","l10n_eu_nace.nace_49_32","[49.32Z] Transports de voyageurs par taxis"
"naf_49_39A","l10n_eu_nace.nace_49_39","[49.39A] Transports routiers réguliers de voyageurs"
"naf_49_39B","l10n_eu_nace.nace_49_39","[49.39B] Autres transports routiers de voyageurs"
"naf_49_39C","l10n_eu_nace.nace_49_39","[49.39C] Téléphériques et remontées mécaniques"
"naf_49_41A","l10n_eu_nace.nace_49_41","[49.41A] Transports routiers de fret interurbains"
"naf_49_41B","l10n_eu_nace.nace_49_41","[49.41B] Transports routiers de fret de proximité"
"naf_49_41C","l10n_eu_nace.nace_49_41","[49.41C] Location de camions avec chauffeur"
"naf_49_42Z","l10n_eu_nace.nace_49_42","[49.42Z] Services de déménagement"
"naf_49_50Z","l10n_eu_nace.nace_49_50","[49.50Z] Transports par conduites"
"naf_50_10Z","l10n_eu_nace.nace_50_10","[50.10Z] Transports maritimes et côtiers de passagers"
"naf_50_20Z","l10n_eu_nace.nace_50_20","[50.20Z] Transports maritimes et côtiers de fret"
"naf_50_30Z","l10n_eu_nace.nace_50_30","[50.30Z] Transports fluviaux de passagers"
"naf_50_40Z","l10n_eu_nace.nace_50_40","[50.40Z] Transports fluviaux de fret"
"naf_51_10Z","l10n_eu_nace.nace_51_10","[51.10Z] Transports aériens de passagers"
"naf_51_21Z","l10n_eu_nace.nace_51_21","[51.21Z] Transports aériens de fret"
"naf_51_22Z","l10n_eu_nace.nace_51_22","[51.22Z] Transports spatiaux"
"naf_52_10A","l10n_eu_nace.nace_52_10","[52.10A] Entreposage et stockage frigorifique"
"naf_52_10B","l10n_eu_nace.nace_52_10","[52.10B] Entreposage et stockage non frigorifique"
"naf_52_21Z","l10n_eu_nace.nace_52_21","[52.21Z] Services auxiliaires des transports terrestres"
"naf_52_22Z","l10n_eu_nace.nace_52_22","[52.22Z] Services auxiliaires des transports par eau"
"naf_52_23Z","l10n_eu_nace.nace_52_23","[52.23Z] Services auxiliaires des transports aériens"
"naf_52_24A","l10n_eu_nace.nace_52_24","[52.24A] Manutention portuaire"
"naf_52_24B","l10n_eu_nace.nace_52_24","[52.24B] Manutention non portuaire"
"naf_52_29A","l10n_eu_nace.nace_52_29","[52.29A] Messagerie, fret express"
"naf_52_29B","l10n_eu_nace.nace_52_29","[52.29B] Affrètement et organisation des transports"
"naf_53_10Z","l10n_eu_nace.nace_53_10","[53.10Z] Activités de poste dans le cadre d'une obligation de service universel"
"naf_53_20Z","l10n_eu_nace.nace_53_20","[53.20Z] Autres activités de poste et de courrier"
"naf_55_10Z","l10n_eu_nace.nace_55_10","[55.10Z] Hôtels et hébergement similaire"
"naf_55_20Z","l10n_eu_nace.nace_55_20","[55.20Z] Hébergement touristique et autre hébergement de courte durée"
"naf_55_30Z","l10n_eu_nace.nace_55_30","[55.30Z] Terrains de camping et parcs pour caravanes ou véhicules de loisirs"
"naf_55_90Z","l10n_eu_nace.nace_55_90","[55.90Z] Autres hébergements"
"naf_56_10A","l10n_eu_nace.nace_56_10","[56.10A] Restauration traditionnelle"
"naf_56_10B","l10n_eu_nace.nace_56_10","[56.10B] Cafétérias et autres libres-services"
"naf_56_10C","l10n_eu_nace.nace_56_10","[56.10C] Restauration de type rapide"
"naf_56_21Z","l10n_eu_nace.nace_56_21","[56.21Z] Services des traiteurs"
"naf_56_29A","l10n_eu_nace.nace_56_29","[56.29A] Restauration collective sous contrat"
"naf_56_29B","l10n_eu_nace.nace_56_29","[56.29B] Autres services de restauration n.c.a."
